,0,1
lannister,0.14505215,-0.40921348
lannisters,-1.952826,-1.8349899
larger,0.09947272,-2.0835402
last,-1.2016387,0.23292294
lasted,-0.36712492,1.1113899
late,-0.88725275,0.42020085
later,-1.880077,2.7907476
latest,1.5205458,-0.06282203
laugh,-1.4622988,0.6737869
laughed,-2.0596752,1.8544991
laughing,3.608607,-1.7696326
laughter,3.1173174,0.0077345455
lay,-0.39349028,0.21087049
layer,0.359822,0.7810746
leaf,-3.8366575,3.1588628
leaned,1.9489344,-2.1126068
leaning,3.7361324,-3.2981532
leapt,3.7328925,-5.783258
learn,-2.8118212,-1.3120027
learned,-0.54478276,-0.7362197
learning,1.1306999,1.6075134
least,-0.966036,1.3632395
leather,3.2854867,0.15188207
leave,-0.7925686,-0.36436144
leaves,-0.73350245,-0.11065224
led,-1.1427482,0.8618731
left,0.36459014,-1.0855658
legacy,2.5484772,-0.6804617
legs,-0.07409742,0.106811926
less,-1.0860982,1.4874692
lesser,1.370895,-1.1756485
let,-1.544978,-3.1612606
letter,-0.57154584,-0.6313783
letters,0.2614951,-1.570101
letting,-3.2418158,3.1477416
levies,-1.1656016,0.7437108
lie,-1.0870043,2.4767997
lied,-0.56206346,0.086883016
life,-0.66568017,0.36412
lifetimes,0.3739314,-0.11773792
lifting,-2.57778,1.6434349
light,0.95026916,-1.1394266
lightening,-2.1273813,-0.31027922
lightly,2.3175774,-0.9713314
like,-0.6190818,-0.21687607
liked,0.0733812,0.15547466
likely,-2.849396,2.3737216
limb,3.06039,-0.0543636
limes,1.9329855,3.0170388
limped,-0.5727978,-0.7573177
link,1.5103893,-1.8072718
lip,1.1606961,-5.0453935
lips,4.60024,-0.052013706
listen,-2.6474211,2.6274571
lit,-1.6556599,-0.731964
little,0.59634876,-1.2249907
littlefinger,-0.27026117,0.6260188
lived,-2.3324587,-0.10597427
living,0.2667022,1.1177231
loath,-1.5812063,-0.59519863
locking,4.852535,-12.449638
lonely,1.1737902,1.2089286
long,-0.66536355,0.030640738
longer,-1.0262214,-0.19034928
longest,-0.21414606,0.9661481
longexpected,-0.23835772,-0.020669043
look,-2.6288366,1.4247733
looked,0.72428405,-0.29391235
loose,2.5876691,4.0611286
loras,2.9061704,0.7651558
lord,-0.3547868,-1.716672
lords,0.4798987,-0.29936966
lordship,-0.97843677,-0.15167798
lose,0.4611333,-0.09769365
lost,0.5863173,-0.04816411
lot,0.060956895,3.1684015
loud,2.2859192,2.9272475
louder,-3.6645877,-2.1783047
love,-2.4674468,0.09489151
loved,-1.807723,-0.4292599
low,3.365695,-2.389951
lurching,1.6763728,-3.9116716
lys,0.4408526,1.5197654
lysa,-1.5794683,0.17721805
lysene,-1.6412127,2.671057
mace,2.9290643,1.9909416
mad,-0.15115876,1.6512322
made,-1.2749165,1.4399672
madly,8.675077,-10.67683
madness,0.060455803,-1.7427673
maester,-1.0633557,-1.5973326
maesters,0.040648438,1.3274674
magic,-4.1637197,0.87314945
maimed,1.9391891,-2.107942
make,-0.2882288,0.6413996
makes,-1.6628472,-1.1806705
making,3.0631423,-3.2643938
malevolent,-2.0294473,-1.5762511
man,-1.4469415,-0.85964465
mans,0.0023238643,-0.6723742
many,-1.6913304,1.4481492
mark,0.72834575,0.27073887
marriage,-4.777717,1.8721784
martin,-13.690423,6.697453
massive,1.4856813,-0.114435375
mastery,1.7994919,-0.98328614
matched,2.7351017,-0.09232224
matrice,0.6539287,0.76550597
matter,-1.832875,0.881941
maw,-1.187539,2.0552409
may,-1.7100539,-1.1269386
me,-1.9860414,0.45818233
meager,-0.41015956,0.2629269
mean,-1.8431053,0.4810571
means,-0.59202474,-1.5208508
meant,-0.3502389,0.19247778
measured,-3.097251,1.2814696
measurements,-1.8171692,4.2834496
medicines,2.877378,1.3765968
meditations,-1.1433628,-1.8841599
meet,-0.26652747,2.4164677
meeting,-0.060655292,2.59554
melisandre,2.6361465,-1.6111507
memory,0.33669162,-1.047387
men,-0.7965434,0.7832876
mended,-2.0405521,-0.87910014
mere,-0.46491534,0.20242113
mermaid,-1.7894069,-2.8899963
merwives,-0.15206763,0.5780581
messages,-0.019125743,-1.4265212
met,-1.6316354,-2.152364
metal,1.3689326,-1.3371111
middle,6.8126903,-0.7029976
midnight,-0.23829782,2.4393656
might,-3.2526817,0.7798149
milk,1.8957609,2.946203
mind,-0.18131137,0.75513524
mine,-1.6355968,0.48704094
missing,-0.2691478,4.56207
mission,-0.31178656,-1.1898867
mock,-0.9439943,0.22224335
monkey,-2.6352346,-1.6634713
moon,1.3606431,-0.5430986
more,-0.3511327,-0.42423487
morning,2.27733,-2.204189
morosh,-4.786685,2.8218136
morrow,-0.34532097,-1.3874986
morsel,2.813389,0.07202638
most,-0.37566796,-1.5751181
mother,0.5042153,-2.2938387
mothers,6.135859,-5.9055386
motion,2.682456,-1.827473
motley,2.8404086,-5.274937
mottled,4.1612325,-2.2956188
mountain,1.384803,0.28016117
mountains,3.7686713,11.899902
mouth,1.480107,-0.37277383
moved,-1.7807692,-0.398244
much,-1.0778949,0.58811855
murder,2.581252,4.657128
murdered,-0.43048778,-1.9626225
muscles,1.3803641,-0.054976083
must,-1.5997767,-0.85630864
mustache,3.305209,-1.370382
mutter,4.5798454,-1.3858536
mutters,5.595282,3.5783157
my,-1.0017582,-2.1184077
myr,2.076245,3.3791618
myriad,-0.15766385,0.8520406
myrman,-4.1162233,2.532874
naked,0.50871223,-2.3686285
name,-0.45682535,-1.025519
named,-0.7511131,0.62619734
names,-1.2874706,-0.83526963
nap,-1.0317453,1.0771711
narrow,1.9261612,-0.8002495
narrowed,2.197486,-2.501888
narrowest,0.6795302,-0.8886344
near,-0.3068577,1.4446564
neatly,2.9670408,0.97303635
necessaries,1.1233295,3.3537111
neck,1.7272927,-1.9611745
ned,-5.6061354,1.733117
need,-2.5795186,0.09485786
needed,-1.0594113,-0.6109564
needs,-3.528403,-0.17408165
nennymoans,1.7448156,1.5851196
never,-1.4371448,-1.1268448
new,1.3877357,-0.11344459
newmade,-0.56814146,0.30744088
next,1.3513161,-2.4681149
night,0.0458914,-0.27389902
nightmares,-0.8639839,0.41493404
nimble,-1.9414247,-1.4790576
no,-0.7890049,-0.26415196
nod,0.26543212,-2.9343834
nodded,-1.728245,-2.4778867
noise,0.9055894,-0.10787549
noisily,4.6264396,-2.0941815
none,-2.3067515,-3.742561
nonetheless,-1.6045607,-2.1616
nor,-1.0317453,-1.4994462
north,-0.10751387,0.27928975
nose,11.199999,-5.3547697
not,-1.7434652,-0.28592002
notch,1.2912848,2.7619388
nothing,-1.1982272,-0.41357216
notion,-0.68560535,0.3809209
notorious,-1.6456087,-2.237674
now,-1.4899967,-0.6213142
nowhere,4.8817515,-2.761216
numbers,-4.6392145,-0.08412711
oars,2.8672564,-0.67343247
oarsmen,3.910439,-3.0854387
obese,-2.7494414,2.289104
objected,0.33569255,-2.3910723
occupied,-0.09695831,0.040546194
of,1.0041362,0.33368504
off,0.049006157,-0.9604969
offer,-2.4804668,0.20707129
offered,-5.0415463,2.7102866
oft,-1.7345243,-4.1506143
often,-3.0162904,0.0883139
oh,-6.540825,-2.471856
ointments,1.8064076,-2.645044
old,-1.5636301,-0.03035984
olden,1.1209283,0.9324725
oldtown,-0.07234312,0.20161884
omen,-0.04879388,1.946555
omens,-1.2321658,1.5363867
on,1.5090111,-0.62396085
once,-2.8053837,0.6366272
one,-0.09987176,-0.6881893
oneandtwenty,-2.3769445,-1.922933
ones,-1.1970314,0.9553198
onetime,2.750848,-1.2794193
onion,1.1575091,-0.5544416
onions,3.324132,-1.1074445
only,-0.48404834,-0.28706667
open,2.455309,-0.8989791
opened,4.918699,0.64329404
or,-3.3777382,1.8817109
orange,0.2350127,1.2372429
ordeal,-1.496959,-0.92209953
order,1.3196863,-0.19246033
other,-0.28406203,-1.8418964
others,-4.000199,1.1154594
otherswell,0.7139568,4.89741
ought,-1.7534976,-0.016986283
our,1.1038944,-0.19850682
out,-0.5340319,0.21221781
outer,14.795496,15.704428
outpost,2.0001154,0.126869
outside,1.8615539,-0.33632362
over,1.8362448,1.0498794
owe,-4.2279973,0.94685125
owes,-1.6654199,-1.4976927
own,1.4157095,-0.9428934
owned,-0.9300644,0.65067554
pace,-1.7460717,-12.237065
page,-3.7680082,5.330881
pain,0.27992496,1.3402636
painless,0.04966639,3.4633439
painted,1.0648729,1.1259809
pair,6.2649517,0.65350634
pale,2.4917107,-0.8344825
paltry,0.46780527,5.5341597
papers,1.529746,-3.1732707
papery,0.31491297,-0.6887078
parapets,2.0335531,-1.326129
parchment,0.43377978,-2.1398504
pardons,0.8554992,-3.5686643
part,-0.9012164,-2.7003157
pass,3.9629261,-1.771455
passed,-0.07950956,-0.116414085
past,-0.25326055,0.95404744
patched,2.2442038,-4.1354265
patches,-0.21681318,-1.508233
patchface,-1.0700163,-2.4078817
patchfaces,1.3122612,-2.4533238
patterned,0.018957766,-0.46418217
paxter,7.806033,4.077078
pay,-0.89450973,0.48657182
peering,9.044612,-0.6757915
peninsula,4.3619957,-3.1542292
penrose,-1.0537055,-0.08165937
peopled,-1.9490844,2.3680918
peppered,1.0642356,-1.0941888
perch,0.61527,0.14813164
perchance,-4.733358,0.35404855
perhaps,-0.58303803,-0.7423014
piebald,1.4209366,-2.4646945
pink,0.84593517,-0.00836111
piously,4.656529,2.841079
pirate,-0.7248712,2.807172
place,0.5882358,-0.80404854
places,-1.4704225,1.0951047
plagued,-0.9220434,-0.12723984
plain,6.7889357,-9.058651
plant,0.34578055,0.14122218
plate,4.7528076,-1.459346
played,-0.49272087,-1.0209384
plead,-0.09977431,-0.26359683
please,-2.5311933,3.3066595
pleased,-4.2395525,-0.025708312
pleasure,-1.4988369,-2.576778
plucked,-0.39556605,-3.3831234
pockets,1.8431262,1.0079172
point,-0.28458655,1.6181227
points,0.96945,1.6466968
poison,0.20704496,-1.6978635
poisoned,-1.0245389,-1.3476808
poisoners,-0.39265692,1.7351663
polite,-0.39109474,-1.5648782
poor,-1.589756,0.50243086
poorly,-1.1166826,1.0855376
poppy,0.5475602,3.4363015
porridge,-3.9779625,-1.9019082
positioned,1.7581929,-0.29253033
potion,-2.8440883,-1.1665437
potions,2.7167668,-3.6376457
pouch,2.5013545,-1.4915637
powdered,2.4845736,-5.5837507
power,0.8221056,0.08432582
practic,-1.8545356,3.6294107
pray,-3.587008,-0.71190476
precise,1.1697648,-0.30427256
preferred,-0.7467552,1.6016617
prepare,-4.300107,1.9882722
prettily,-0.05182273,1.7413807
pretty,0.7046417,-2.5043676
pride,0.40093064,-0.44469982
priestess,2.6125317,1.0478603
prince,-3.149781,2.8467734
princess,-2.113115,-1.1895394
process,0.056989588,-1.1698129
proclaim,0.027311455,-0.017591063
proclaimed,-0.66117233,0.66394037
prologue,0.017045584,0.011015814
prominent,6.136714,-4.387725
promise,-2.7212787,-0.6037554
promised,0.62737435,-0.26961097
promises,-6.1272235,5.3826466
properly,-2.1632543,-0.13463368
prophecies,1.7041922,0.55234665
proud,-0.92264396,-2.096588
proved,3.8199918,-1.9276769
pulled,0.28424874,-2.0541437
punishment,0.43980923,0.02803725
purple,-0.27113396,-0.2431006
pushed,0.6248847,-1.9924934
put,0.13307779,-0.86073583
pylos,-1.0348771,-1.5712891
queen,-1.2980587,-1.8396236
queer,-0.69330716,-0.90774524
quip,3.289114,-1.2016454
quite,-1.8190243,0.61949867
r,-4.140894,3.080278
rack,3.2936437,-0.5814815
radishes,-4.1218915,0.77680767
railing,2.369947,0.62964433
raiment,1.1413932,0.5428879
rain,-2.3350625,-0.9982525
rainbow,0.8490293,2.6764128
raised,0.3948014,-0.15574184
rally,-1.5824131,1.1257241
ran,3.2884545,-1.9355748
rang,3.0704758,-3.1421685
rare,0.9420893,2.365429
rather,0.7472283,-3.131818
rats,-2.2960496,-0.031619985
rattled,0.7300384,-2.1822212
raven,1.0362734,-4.41381
ravens,0.100913234,-2.8204048
reach,-1.6485832,1.8805504
reached,0.23738533,0.6150807
reading,-0.8491991,-0.120102204
realm,0.15425786,0.6830236
reason,-1.0090134,-0.62237203
reasons,-2.0620797,-0.031485125
recall,-3.9839299,-0.3569476
recalled,-1.4977225,0.29874283
red,0.44413218,-1.5557467
redwyne,3.2831109,1.4453511
refresh,-2.0223324,1.3272386
refuge,0.66031265,-2.1489484
refusals,-0.7159329,0.61157626
refused,-0.6012714,0.0076990314
regretted,1.078445,-2.4441504
regularly,-1.6797022,-1.3396112
remained,3.9648886,-1.1908629
remember,-0.97675496,-0.40926516
remembered,-0.88903034,-3.488226
reminded,-1.3265952,-1.5689716
renly,-2.44579,-0.42151743
renlys,-0.3122317,0.77706844
repeated,-3.4141471,-1.4742348
replace,-1.5070118,-0.3275862
replied,-1.8609037,-1.5555032
reply,-0.8592082,-2.3155582
reports,-2.621537,5.8244076
resigned,-1.4467926,-0.66232365
rest,-1.8005,-0.34930652
restless,0.10845852,-0.58851504
resumed,1.5093665,-2.3128772
return,-0.35800228,0.107662514
returned,-0.40670282,-2.006061
returning,-0.053000353,0.62027675
rewarded,0.14147982,-2.6522956
rhaegar,-2.3842292,1.6468717
rhllor,1.0430267,0.0199098
rich,3.24649,2.699024
riddles,-11.925123,2.785238
rightful,-0.93080145,0.16358306
rightfully,-1.3688669,-0.79850006
rights,-1.8950644,0.46480063
ringaling,17.456373,3.7581077
ringing,1.8105105,1.3189684
rings,-0.7864815,0.26429382
rise,-1.9922112,0.092645995
rises,-3.1221664,2.3223855
risk,1.0846968,1.1183697
riverrun,1.728382,0.2884261
rivers,4.903034,17.206272
robe,1.4970587,-1.597332
robert,-2.2439144,-0.45582008
roberts,-0.9055768,0.05909778
rock,0.28361115,0.7704902
rocks,2.6683552,0.07077726
rookery,0.90863484,0.35792637
room,1.9867742,-0.65549886
rooms,0.37963527,-2.3496444
root,-1.1664727,0.5904644
roots,-2.04153,-0.10275158
rose,1.1273918,0.028033193
rough,4.2390375,0.4207016
roughspun,4.5747375,1.0980059
round,2.2131667,-1.230861
row,2.249879,0.28536442
rule,-0.9369909,-0.30107677
rumbled,7.420614,4.357235
rush,3.8865635,1.6625584
saan,-0.1505254,1.6341671
saans,1.2863475,2.6099477
sad,-0.15838155,-3.9822955
saddened,-1.4888017,-0.95230687
saddest,-0.4813293,-1.9373834
sadly,-4.5964274,-2.793032
sadness,-1.373852,-5.10302
safe,0.16041273,-0.93631244
said,-1.3855283,-1.509543
sail,-0.04324001,0.34154636
sailed,-3.4695837,2.146328
sailors,2.855674,-2.5217738
sails,4.39949,-1.6918982
sake,-0.28864118,0.16716522
salladhor,-0.23502451,2.2685115
salt,1.3073462,0.2704509
salves,3.090257,1.8440131
sand,-1.3539138,-3.4698007
sang,0.98136514,-3.6178052
sat,0.0027382965,0.3049401
saw,-1.513878,-1.550778
sawing,1.1871468,-0.98399425
say,-1.2929205,-0.4991294
saying,-0.27823737,-2.2927623
scales,-3.1284838,1.6028003
scalp,0.8768012,-2.6001744
scarce,-0.13910782,0.063832246
scared,-0.9015814,1.342561
scooped,0.36575127,-1.2735051
scowled,-3.0780854,-2.0397956
scowls,-2.7077115,4.014752
screamed,2.7460968,-10.490764
scuff,0.5502115,-0.5264581
sea,0.9926179,-0.4531728
seat,-0.32381848,0.6625464
seated,0.5045978,1.7200613
seaweed,-0.23449923,0.16470024
seaworth,-0.16595621,-1.9274259
secreted,1.7608802,-2.9702373
see,-1.5041564,0.09614934
seed,0.27545255,-0.76883733
seeds,1.7108941,-2.5919905
seek,-2.070733,1.6372173
seem,1.2987045,1.4770439
seemed,1.1749004,-2.6289892
seems,-1.6410832,0.37875414
seen,-0.4797947,-1.49291
seldom,-1.2995669,0.5758578
sells,2.724575,-1.3734602
sellswords,0.12742297,-1.440829
selyse,-0.79854923,-0.77181387
selyses,1.2665766,-1.9543921
send,-2.3079572,0.44956672
sending,3.26572,-2.5349345
sense,-1.7229468,0.75636333
sent,-0.9918882,-1.7091928
ser,-0.12681893,-1.9875267
servants,-0.3435812,-0.7354678
serve,-7.0231605,1.6511698
served,-2.4691763,-0.9009726
service,-0.8116242,1.1789266
set,0.4707087,0.33082998
settle,-1.0460203,-1.2011358
seven,-0.56375366,1.881006
sewn,0.76235265,3.079841
shadow,2.591103,-0.9869257
shadowbinder,3.6820118,1.1366948
shadows,-0.31859958,-0.31252927
shake,-1.878221,-5.3258333
shame,-2.5778403,-3.1208336
shape,1.7404017,1.6289192
shaped,0.6181224,-2.688588
shaping,1.5005182,1.1803471
share,-0.3855151,-0.8012892
sharp,5.7651215,-3.285324
sharply,-1.3212243,2.3251543
shattered,-0.09583347,-1.0717212
she,-0.7545467,-1.577814
shelf,3.6854599,-0.57732904
shell,-2.5604799,-3.7870598
shelves,3.2731907,-0.09713782
shes,0.73675627,-3.4712431
ship,2.2033083,-1.2753031
shipbreaker,6.2346783,-2.30246
ships,3.541849,-2.7925515
shireen,-1.3865478,-0.60509324
shireens,1.7582413,-4.544098
shone,0.9898761,-0.1334014
shook,-0.65861547,-2.0375876
short,-0.9805285,0.5204265
shortened,2.4560785,-2.0163586
shorthand,-0.60711384,-1.8323544
should,-3.8840039,-0.003016219
shoulder,3.8184853,1.6785632
shoulders,3.4171455,0.276855
shout,-1.3969197,-0.56899756
shouted,-3.4652262,-0.9775252
show,0.3810655,-1.044695
shrieked,0.72011024,-8.4566145
shrugged,-0.44213864,0.9779884
shuffled,-1.8840849,-1.4444067
shuffling,2.5375693,-1.9219705
shutting,2.049086,-5.066932
shy,-0.4775672,-0.94697493
sick,-3.7071967,0.32157034
sickly,-0.905385,-4.353948
side,0.7492398,0.8090625
sideways,3.6513948,1.4408659
siege,-0.9528255,1.2781022
sighed,-3.7146466,-0.22061414
sight,0.82477987,0.14609341
sign,-1.0082449,-1.5521858
silenced,-4.7387323,1.6118182
silent,0.67168206,-0.7601658
silver,0.49299335,-0.22768463
simple,1.4386084,0.806908
simply,0.64615095,-2.5513
since,-0.13613689,0.17641799
sinewy,3.9719877,1.3493491
sing,-1.0589256,0.70276886
singing,-2.1839967,-5.179752
single,0.28748354,-0.3248718
sings,-1.3933825,-1.621793
sisters,-1.8562356,0.1771171
sit,0.11618762,0.5541634
sits,0.14678638,0.776362
sixteen,-0.23915295,2.179928
sixty,-0.35473862,0.20054898
skin,0.54099953,-2.7216384
sky,0.112219654,-0.07961274
slab,1.0287546,0.9382904
slash,1.533925,-1.8110836
slaves,2.8459203,2.4394062
sleep,-1.4696249,1.3444434
sleeves,1.726437,1.8626001
slept,-2.3226635,0.40636793
slicing,11.07009,-5.857266
slight,-0.0390689,-2.109341
slow,0.5298976,-1.914818
slowly,-2.0935707,-1.915513
small,-0.21574076,0.60499775
smaller,-1.041188,-1.9690192
smallfolk,-1.3053668,-1.0940076
smashed,2.9113257,-1.4621087
smell,3.5358965,-1.4428599
smile,-2.1245103,0.59171647
smiled,-4.3578835,-1.2396663
smoke,2.437917,-0.8872758
smoking,2.177442,0.2816114
smuggler,1.4422646,-0.5059707
smuggling,-0.100529194,-0.109549314
snatch,0.04753252,-1.590105
snow,-0.6262324,-1.9641265
snows,0.45777187,-1.5447415
snug,-2.7564662,0.20313837
so,-1.3799987,0.16384222
soaked,0.27452382,1.4837496
soft,-2.4162319,1.3364946
soften,0.34955016,-0.8172186
softly,-1.8072308,-0.9986026
solemn,-0.7943608,-2.219677
solemnity,-1.2740936,-0.36092758
some,-2.5633273,2.4207714
someone,-1.2537069,0.87780005
something,0.049963493,-0.59646815
sometimes,-1.2287154,0.44948578
somewhere,-1.6354744,1.8421849
son,-4.5084853,-1.2583712
song,0.5727644,0.6985351
sons,-0.43525437,-0.6430509
soon,-1.5446345,-0.17444941
sooner,0.55297804,-2.1512485
sorceress,6.0072813,1.7393856
sorry,-0.8460898,-1.3778664
sort,-1.2480665,0.5664538
sought,-2.020887,-0.91055447
soul,2.138449,-3.1729722
sound,-1.7298442,1.0670239
sourlyillenough,-1.3578948,-2.7132072
spat,-1.3181723,0.22401567
speak,-1.2634135,-1.1602854
speckled,2.5065506,0.8630483
speech,-0.27035603,1.0599202
spices,0.5195995,1.7629576
spilled,-0.8151947,1.6630421
splendid,0.588318,-1.0454746
spoke,-0.6705063,-0.45123082
spotted,0.13645063,-0.9585272
sprawl,1.2616892,1.0377339
spray,2.0818236,0.643093
spread,1.1239846,-1.2216859
square,3.7603443,-2.8864217
squares,1.1753367,-0.26677588
squat,4.2010517,3.8040633
squeeze,-2.7885573,0.6383081
stained,1.2807889,1.0417535
stair,1.9363087,-0.60897994
stairs,1.8967526,1.2070885
stand,0.25100687,-0.27277157
standing,-1.7794988,-1.8254495
stannis,-0.70419085,-1.5455296
stanniss,4.315728,-2.8817854
star,1.1338449,-2.0382035
stare,0.82378834,-0.06479466
stark,-3.9407842,1.5622962
starks,-2.22027,-0.4928881
stars,3.5589747,2.3376226
start,-0.92567,2.2447798
starve,-1.8270669,2.38711
stay,-1.2134252,-4.377538
steady,-0.79658765,0.594467
steal,-1.6508728,1.1106474
steam,3.302691,-0.46383476
steel,-0.37482,-0.5642855
steep,0.2958994,-0.37135008
steffon,0.535118,-2.3644214
steffons,0.46110123,-0.57554936
step,2.119991,-2.3188062
stepped,0.8364932,-3.088358
steps,-0.19040671,0.7337291
stern,0.54263836,-1.0019221
stiff,-2.4114473,-4.9871025
still,-0.7254635,-0.7661607
stone,1.035977,0.48775673
stony,1.8044175,0.020125678
stood,0.6699065,0.05971847
stop,-1.4999709,0.6148499
stopped,-2.242082,-0.42198125
stopper,-0.45099986,-2.6899688
storm,0.2227897,-0.93131214
storms,-0.48117658,1.8327475
straight,4.3254185,-2.3013859
strand,2.052352,2.1977777
strangler,1.4737489,-2.2313688
strapped,1.7264414,-0.727254
strength,-0.31920975,-1.0001293
strike,-4.7439065,2.633862
striped,5.9846616,-4.757431
strode,4.894227,-2.4416583
strong,-1.8877072,-0.15084577
stubborn,-0.74605227,-2.9145095
stubby,3.100718,-6.4206614
style,-0.69148064,-0.81089425
subject,-3.3403492,2.9700482
submitted,1.0622838,-2.5365353
such,-0.17636167,-0.07662717
sudden,0.89105314,2.2355165
suddenly,3.970822,-3.2137527
sugar,1.511181,3.0402713
suit,2.0932581,-0.9160025
sum,-0.37477767,-1.1436374
summer,-0.44439882,0.32849047
summers,0.26210076,1.7768223
summon,-2.8211997,-0.221152
summoned,-2.8283625,0.7400616
sun,2.098347,-0.42322147
sunglass,10.755855,6.6261635
sunsets,-0.3286429,0.74112207
sup,-1.244343,-0.9811791
superstition,0.13550793,-1.7027369
suppose,-4.7514515,0.36785915
sure,-2.2899091,0.8768842
surely,-1.1246833,-0.6439523
surface,1.6907555,0.1370666
surprise,-2.594575,-0.091369174
surrounded,0.90524906,0.039066717
swallowed,2.385206,-0.20225714
swam,1.472365,-1.7481605
swann,0.01525906,-0.44903058
sweep,-1.7093831,1.2132157
sweeping,0.6821971,-0.12792338
sweet,-0.96504885,-0.8069252
swinging,2.4266946,-2.749593
swollen,2.8346467,0.51887774
swords,-1.0084319,0.73503953
sworn,-1.376176,-0.31019354
symbolizing,3.0332239,-2.7581737
table,1.9489484,-0.6953892
tabletop,1.2097082,2.26058
tail,2.5501356,-1.762237
take,-0.92557204,-0.32788667
taken,0.6682969,-0.6296076
takes,-1.1203022,-0.03724392
taking,-0.13470212,1.2656573
tale,-1.2758687,0.45696
tales,0.8063574,-0.45663553
talk,0.79136926,-0.13280801
talked,0.42716017,0.2722824
talking,0.67496145,0.2337087
talks,1.2012625,-1.2720512
tall,1.1530708,0.0028101394
tally,2.6047785,-0.30189303
targaryen,-1.169818,1.2909303
tarths,-1.1615198,2.1195092
tattoo,1.1576729,1.9515711
taught,-1.4398654,-1.4049233
teach,-0.44197923,-0.8305806
tear,0.68540436,-0.49073225
teeth,2.9043984,-0.6278081
tell,-1.3077568,-0.8967563
ten,-0.539924,0.30152047
terrible,1.6722912,0.15712401
than,-0.30685973,-1.7103695
thank,-3.0165648,-0.103993714
thanked,-4.2098722,2.5882173
thanks,-0.9559119,-0.89794594
that,-0.49279487,-0.40573573
their,0.9837114,0.77327406
them,-0.39047685,-0.3133175
then,-2.6669228,-0.30074072
there,-1.1230198,0.04440815
thereafter,0.54026186,1.0864851
theres,-1.3006651,3.4185925
these,-1.0909698,1.648201
they,-1.3506318,-0.03813589
thick,-0.92828786,0.11628234
thickened,-0.7563698,-1.7829094
thieving,-0.30755007,1.8030066
thin,1.9425304,-0.11763148
thing,-0.9178609,0.06645964
things,-2.2009575,-2.3407397
think,-3.3881295,-0.45872015
thinking,-0.47267944,-1.6443907
thinks,-1.3221632,-0.14364395
thinly,-1.8162836,2.3039043
third,1.3502126,-2.523374
thirteen,-1.1514351,2.8928936
this,-0.4072349,-0.08906527
thong,3.171973,-1.45338
those,-1.0380546,0.069029145
though,-1.0810578,-0.4846096
thought,-1.8354996,-0.9339996
thousand,0.63271177,1.3460397
threaten,-1.5115796,1.9213973
three,0.004529112,-0.13100983
threw,2.9675283,-2.192845
throat,1.5496318,-4.952787
throbbing,0.972336,-1.3183553
throne,-0.12835819,0.7998534
through,4.109413,-2.1619582
thumb,-1.6893913,0.022977114
tide,1.6221067,0.044669643
tides,2.323772,1.9562463
tight,13.203276,-2.3834808
tighter,2.0106194,-8.082428
tightlaced,1.7673881,0.34944528
tightness,1.6423459,-0.7753458
time,-0.7397808,-0.7569376
tin,-3.2232788,2.115066
tip,2.6258519,-1.2408699
to,-0.96376354,0.14709353
today,-1.7233286,0.748717
together,0.053764183,-0.7697616
told,-1.5365828,-0.7053137
tone,-0.059984382,-0.777813
tongue,1.2927133,-1.5019002
tongues,-0.81610656,0.22668092
tonight,-2.7162557,0.27737236
too,-1.9124852,1.2589197
took,-0.685353,0.11762073
torches,3.7507796,-0.66545993
torment,-0.6587421,-1.508278
tottered,-0.2926039,-1.1248024
touch,-0.42614642,-0.9817908
touched,0.7496839,-1.1375109
tough,-0.83261853,-0.78010887
tourneys,-0.67911816,0.60352284
tower,-0.2247381,-1.2812241
towers,0.1570285,3.491147
trained,0.60362005,-0.70690197
traitor,0.47724247,1.1445187
treasons,-0.5899541,-1.1882399
treat,-2.568179,-0.831564
treated,-2.3743777,0.30985597
trembled,-1.420042,0.54986334
trembles,-3.4100113,1.9475812
trim,-2.132555,1.883257
tripledecked,13.036942,-2.9924152
triumph,-2.2843246,1.6590099
true,-0.7831575,-0.67154324
truebred,2.5859346,-14.132232
truly,-1.0447761,-1.4345245
truth,-0.022398349,-1.1552162
trying,-1.1969602,-1.4350885
turn,1.0691632,-0.6381004
turned,-0.086239144,-2.100155
turning,2.1106436,-2.2485502
turnpike,0.9097661,0.64770514
turns,-0.19338241,3.0434785
twelve,-0.16072333,0.7915696
twice,-3.83185,1.6378453
twitches,-4.3826933,3.0884314
two,0.04366462,1.8806963
twomasted,2.7370975,-1.3977107
tyrell,4.0847683,2.0666654
tyrells,2.4292896,0.8801316
ugly,-0.26895037,-0.804826
uncle,-0.7345801,-0.31435272
uncles,-4.171598,-2.980419
uncomfortable,-0.7988003,-1.5093511
unconvinced,-0.9368366,-1.3871446
under,0.67459095,-0.58381575
understand,-3.3565133,-0.41958058
uneasy,-2.1105459,1.0314555
unfortunate,5.446782,-5.0033073
unfurls,-0.16195336,-0.20833024
unleashing,0.13452037,1.771411
unless,-3.1786025,2.3117464
unlike,-2.3953233,-2.7528682
unsteady,-0.001192001,0.8441993
unthinkable,-2.2925205,3.2223763
until,1.6145537,-1.8271631
up,0.7482817,-1.0441877
upon,5.807852,-8.57783
upper,1.393948,-3.5906444
urged,-0.95313835,-0.7041228
us,-1.0970256,0.8623387
use,-1.0040164,1.4837915
used,-1.696289,-2.0402715
usurpers,4.7268987,1.6623913
utterly,-4.203805,-2.6452513
valyria,0.96729654,-0.010696552
valyrians,-1.4526141,2.8830945
